Gene name (systematic),Gene name (standard),ref,Class,M (Beyer)1,L (in codon),alpha_phys,J_phys,rho_phys,Jmax,rho_max
YNL298W,CLA4,5110,abrupt,"0,51",843,"0,06667","0,05895","0,01056","0,19022","0,06693"
YNL299W,TRF5,5111,abrupt,"0,41",643,"0,05110","0,04546","0,00803","0,28157","0,09459"
YNL300W,TOS6,5112,smooth,"9,67",103,"0,39878","0,25275","0,03210","0,52550","0,07768"
YNL301C,RPL18B,5113,hybrid,"20,1",187,"0,16085","0,14119","0,01446","0,61669","0,08104"
YNL302C,RPS19B,5114,smooth,"78,21",145,#N/A,#N/A,#N/A,"0,77783","0,08366"
YNL303W,,5115,smooth,"0,83",116,"0,27063","0,17549","0,03290","0,31205","0,07146"
YNL304W,YPT11,5116,hybrid,"0,32",418,"0,07176","0,06399","0,01214","0,23635","0,06452"
YNL305C,BXI1,5117,hybrid,"2,03",298,"0,09494","0,08052","0,01796","0,23990","0,07858"
YNL306W,MRPS18,5118,smooth,"1,99",218,"0,14382","0,11824","0,02243","0,28119","0,06906"
YNL307C,MCK1,5119,hybrid,"1,99",376,"0,05040","0,04551","0,00879","0,24017","0,07266"
YNL308C,KRI1,5120,hybrid,"4,58",592,"0,07796","0,07347","0,01146","0,30832","0,07145"
YNL309W,STB1,5121,abrupt,"0,1",421,"0,07083","0,06126","0,01217","0,23717","0,09186"
YNL310C,ZIM17,5122,abrupt,"0,87",175,"0,07507","0,06681","0,01147","0,31626","0,10081"
YNL311C,SKP2,5123,smooth,"0,34",764,"0,03409","0,03225","0,00565","0,27148","0,06150"
YNL312W,RFA2,5124,smooth,"3,3",274,"0,12836","0,11233","0,01904","0,28672","0,06024"
YNL313C,EMW1,5125,abrupt,"2,08",905,"0,09109","0,07763","0,01395","0,26003","0,07653"
YNL314W,DAL82,5126,hybrid,"0,2",256,"0,04820","0,04269","0,00885","0,24158","0,08654"
YNL315C,ATP11,5127,hybrid,"1,76",319,"0,09495","0,08545","0,01586","0,27942","0,07830"
YNL316C,PHA2,5128,smooth,"0,5",335,"0,08199","0,06745","0,01169","0,29629","0,06067"
YNL317W,PFS2,5129,smooth,"0,48",466,"0,07522","0,06361","0,01135","0,25415","0,05059"
YNL318C,HXT14,5130,smooth,"0,07",541,"0,04147","0,03956","0,00705","0,28058","0,06268"
YNL319W,,5131,smooth,"0,08",147,"0,20576","0,15204","0,03098","0,27260","0,07413"
YNL320W,,5132,abrupt,"0,75",285,"0,06556","0,06225","0,01189","0,23779","0,08879"
YNL321W,VNX1,5133,abrupt,"1,27",909,"0,04105","0,03931","0,00749","0,22829","0,07205"
YNL322C,KRE1,5134,smooth,"7,57",314,"0,07589","0,06554","0,01260","0,27473","0,06768"
YNL323W,LEM3,5135,hybrid,"0,77",415,"0,12444","0,10919","0,01915","0,28213","0,06611"
YNL324W,,5136,hybrid,"0,1",132,"0,31252","0,19653","0,04487","0,26598","0,08791"
YNL325C,FIG4,5137,abrupt,"0,39",880,"0,04153","0,03869","0,00651","0,25856","0,09734"
YNL326C,PFA3,5138,smooth,"0,44",337,"0,16361","0,10707","0,02093","0,24048","0,05636"
YNL327W,EGT2,5139,smooth,"9,36",1042,"0,07340","0,06569","0,01139","0,26418","0,06042"
YNL328C,MDJ2,5140,hybrid,"0,2",147,"0,13945","0,11421","0,02024","0,31862","0,07902"
YNL329C,PEX6,5141,smooth,"0,48",1031,"0,01162","0,01158","0,00217","0,23361","0,05395"
YNL330C,RPD3,5142,abrupt,"0,93",434,"0,08355","0,07367","0,01252","0,29871","0,08944"
YNL331C,AAD14,5143,abrupt,"0,39",377,"0,04809","0,04461","0,00800","0,25107","0,09894"
YNL332W,THI12,5144,abrupt,"0,27",341,"0,19349","0,16147","0,01984","0,40521","0,08723"
YNL333W,SNZ2,5145,smooth,"0,71",299,"0,09047","0,08048","0,01217","0,36001","0,07947"
YNL334C,SNO2,5146,hybrid,"0,24",223,"0,23110","0,17913","0,03343","0,29877","0,07317"
YNL335W,DDI3,5147,hybrid,"0,07",226,"0,05088","0,04587","0,00894","0,22819","0,07606"
YNL336W,COS1,5148,hybrid,"1,93",382,"0,10532","0,08474","0,01657","0,22621","0,05953"
YNL337W,,5149,hybrid,"0,36",85,"0,35635","0,21433","0,04200","0,29686","0,07733"
YNL339C,YRF1-6,5151,abrupt,"7,15",1860,"0,00543","0,00552","0,00109","0,20726","0,06649"
YNR001C,CIT1,5152,smooth,"4,3",480,"0,14186","0,11482","0,01741","0,31619","0,06273"
YNR002C,ATO2,5154,abrupt,"0,23",283,"0,10429","0,09458","0,01697","0,27562","0,08529"
YNR003C,RPC34,5155,smooth,"0,65",318,"0,12486","0,10137","0,01744","0,28478","0,06352"
YNR004W,SWM2,5156,smooth,"0,07",147,"0,14386","0,12224","0,01903","0,37849","0,08325"
YNR005C,,5157,hybrid,"0,09",135,"0,24788","0,17489","0,04500","0,23563","0,09455"
YNR006W,VPS27,5158,smooth,"0,5",623,"0,05833","0,05272","0,01015","0,26408","0,06817"
YNR007C,ATG3,5159,smooth,"0,23",311,"0,13781","0,11061","0,01992","0,29015","0,07088"
YNR008W,LRO1,5160,abrupt,"0,46",662,"0,10414","0,09184","0,01648","0,28333","0,07831"
YNR009W,NRM1,5161,smooth,"1,14",250,"0,14563","0,11060","0,02172","0,24795","0,06277"
YNR010W,CSE2,5162,smooth,"0,41",150,#N/A,#N/A,#N/A,"0,26380","0,06673"
YNR011C,PRP2,5163,abrupt,"0,47",877,"0,03654","0,03455","0,00635","0,24993","0,08662"
YNR012W,URK1,5164,abrupt,1,502,"0,07617","0,06831","0,01101","0,25018","0,08090"
YNR013C,PHO91,5165,abrupt,"1,44",895,"0,07149","0,06461","0,01175","0,24062","0,06256"
YNR014W,,5166,abrupt,"0,68",213,"0,21047","0,14015","0,02868","0,26061","0,08007"
YNR015W,SMM1,5167,hybrid,"1,46",385,"0,05751","0,05377","0,00978","0,27133","0,07505"
YNR016C,ACC1,5168,smooth,"5,56",2234,"0,05596","0,05232","0,00688","0,32287","0,04833"
YNR017W,TIM23,5169,hybrid,"3,14",223,"0,19650","0,12950","0,02474","0,29657","0,07688"
YNR018W,RCF2,5170,smooth,"6,28",225,"0,10530","0,09538","0,01767","0,27639","0,06868"
YNR019W,ARE2,5171,abrupt,"0,44",643,"0,14423","0,12035","0,01936","0,30382","0,06812"
YNR020C,ATP23,5172,abrupt,"1,03",271,"0,13380","0,10850","0,02128","0,26630","0,08662"
YNR021W,,5173,smooth,"4,35",405,"0,18230","0,12624","0,01871","0,29534","0,05596"
YNR022C,MRPL50,5174,hybrid,"0,81",140,"0,49960","0,22943","0,04344","0,29674","0,08150"
YNR023W,SNF12,5175,abrupt,"0,37",567,"0,05870","0,05391","0,00973","0,25074","0,08753"
YNR024W,MPP6,5176,smooth,"1,69",187,"0,13591","0,11760","0,01988","0,31689","0,06928"
YNR025C,,5177,abrupt,"0,34",120,"0,29308","0,18183","0,04448","0,24901","0,09132"
YNR026C,SEC12,5178,abrupt,"0,74",472,"0,09814","0,08613","0,01459","0,27717","0,09227"
YNR027W,BUD17,5179,smooth,"1,04",318,"0,04932","0,04490","0,00857","0,28214","0,06981"
YNR028W,CPR8,5180,abrupt,"0,77",309,"0,12581","0,09058","0,01802","0,24705","0,09015"
YNR029C,,5181,abrupt,"0,84",430,"0,09334","0,08523","0,01412","0,32411","0,08482"
YNR030W,ALG12,5182,smooth,"1,52",552,"0,15330","0,11461","0,01888","0,24534","0,05051"
YNR031C,SSK2,5183,smooth,"1,12",1580,"0,00973","0,00961","0,00166","0,23284","0,04802"
YNR032W,PPG1,5185,smooth,"0,31",369,"0,07904","0,07044","0,01321","0,23190","0,05899"
YNR033W,ABZ1,5186,abrupt,"0,6",788,"0,07003","0,06394","0,01221","0,24220","0,08405"
YNR034W,SOL1,5187,smooth,"0,49",322,"0,12084","0,09887","0,01815","0,25614","0,05839"
YNR034W-A,,5188,smooth,"0,56",99,#N/A,#N/A,#N/A,"0,37549","0,08070"
YNR035C,ARC35,5189,smooth,"2,66",343,"0,13997","0,10813","0,01763","0,27761","0,05732"
YNR036C,MRPS12,5190,smooth,"2,9",154,"0,07857","0,06635","0,01432","0,26535","0,07929"
YNR037C,RSM19,5191,smooth,"1,94",92,"0,30707","0,16997","0,03802","0,25489","0,06572"
YNR038W,DBP6,5192,abrupt,"1,38",630,"0,06634","0,05907","0,01005","0,26819","0,07498"
YNR039C,ZRG17,5193,abrupt,"1,29",606,"0,05390","0,04896","0,00918","0,25455","0,08469"
YNR040W,,5194,abrupt,"0,74",257,"0,11733","0,09861","0,01941","0,26262","0,09234"
YNR041C,COQ2,5195,hybrid,"1,51",373,"0,07639","0,06766","0,01312","0,24184","0,07570"
YNR042W,,5196,abrupt,"0,32",143,"0,18632","0,12617","0,03129","0,24206","0,09172"
YNR043W,MVD1,5197,smooth,"4,27",397,"0,12947","0,11128","0,01823","0,26284","0,04869"
YNR044W,AGA1,5198,hybrid,"2,35",726,"0,08590","0,07878","0,01471","0,26917","0,06972"
YNR045W,PET494,5199,smooth,"0,24",490,"0,05332","0,04828","0,00945","0,25899","0,06690"
YNR046W,TRM112,5200,hybrid,"3,59",136,"0,16402","0,13790","0,02773","0,28174","0,08091"
YNR047W,FPK1,5201,smooth,"0,33",894,"0,02016","0,01997","0,00357","0,22740","0,04791"
YNR048W,,5202,smooth,"0,48",394,"0,07465","0,06368","0,01182","0,24100","0,05340"
YNR049C,MSO1,5203,abrupt,"0,6",211,"0,20854","0,14602","0,02950","0,27576","0,08630"
YNR050C,LYS9,5204,abrupt,"2,62",447,"0,15343","0,12831","0,01628","0,32272","0,07568"
YNR051C,BRE5,5205,smooth,"0,57",516,"0,05851","0,05454","0,00858","0,31631","0,06500"
YNR052C,POP2,5206,smooth,"2,56",434,"0,07761","0,06729","0,01478","0,20804","0,06172"
YNR053C,NOG2,5207,hybrid,"8,76",487,"0,10624","0,09495","0,01563","0,28488","0,06295"
YNR054C,ESF2,5208,abrupt,"1,9",317,"0,12060","0,10174","0,01673","0,34349","0,09116"
YNR055C,HOL1,5209,abrupt,"2,26",587,"0,06043","0,05455","0,00914","0,25737","0,07243"
YNR056C,BIO5,5210,abrupt,"0,19",562,"0,03816","0,03546","0,00596","0,29645","0,07328"
YNR057C,BIO4,5211,hybrid,"0,56",238,"0,09478","0,08593","0,01647","0,27656","0,08191"
YNR058W,BIO3,5212,smooth,"0,35",481,"0,02996","0,02893","0,00506","0,25312","0,05853"
YNR059W,MNT4,5213,hybrid,"0,34",581,"0,03810","0,03602","0,00667","0,26336","0,06794"
YNR060W,FRE4,5214,smooth,"0,21",720,"0,09947","0,08368","0,01515","0,22433","0,04644"
YNR061C,,5215,abrupt,"1,69",220,"0,10518","0,09375","0,01699","0,24371","0,09505"
YNR062C,,5216,abrupt,"0,11",328,"0,03427","0,03235","0,00615","0,25416","0,09462"
YNR063W,,5217,abrupt,"0,09",608,"0,04806","0,04656","0,00906","0,22632","0,09846"
YNR064C,,5218,smooth,"0,1",291,"0,10573","0,09423","0,01691","0,25859","0,06574"
YNR065C,,5219,abrupt,"1,04",1117,"0,07681","0,07134","0,01209","0,25317","0,10003"
YNR066C,,5220,smooth,"0,08",437,"0,08267","0,06853","0,01218","0,26146","0,05778"
YNR067C,DSE4,5221,smooth,"3,43",1118,"0,07848","0,06335","0,01088","0,26770","0,05854"
YNR068C,,5222,abrupt,"0,22",273,"0,04120","0,03805","0,00739","0,25127","0,08784"
YNR069C,BSC5,5223,abrupt,"0,08",490,"0,02221","0,02217","0,00421","0,26015","0,07806"
YNR070W,PDR18,5224,abrupt,"0,09",1334,"0,04868","0,04573","0,00767","0,24503","0,09730"
YNR071C,,5225,abrupt,"0,17",343,"0,08712","0,07863","0,01273","0,26155","0,08184"
YNR072W,HXT17,5226,hybrid,"0,13",565,"0,02033","0,01993","0,00369","0,24223","0,06850"
YNR073C,,5227,abrupt,"0,22",503,"0,04758","0,04494","0,00693","0,29077","0,09568"
YNR074C,AIF1,5228,abrupt,"0,74",379,"0,06547","0,06137","0,01121","0,25845","0,09587"
YNR075W,COS10,5229,smooth,"0,12",375,"0,03688","0,03410","0,00668","0,26606","0,07005"
YNR076W,PAU6,5230,hybrid,"2,67",121,"0,40661","0,28137","0,02979","0,62088","0,09353"
YNR077C,,5231,hybrid,"0,12",85,"0,50637","0,25242","0,05810","0,28596","0,08103"
YOL001W,PHO80,5232,hybrid,"0,36",294,"0,03943","0,03751","0,00686","0,25032","0,06886"
YOL002C,IZH2,5233,abrupt,"2,16",318,"0,10771","0,09214","0,01725","0,25453","0,09225"
YOL003C,PFA4,5234,abrupt,"0,32",379,"0,06672","0,05890","0,01137","0,25947","0,09004"
YOL004W,SIN3,5235,abrupt,"2,35",1537,"0,01882","0,01809","0,00332","0,23855","0,06691"
YOL005C,RPB11,5236,smooth,"2,51",121,"0,10046","0,09026","0,01668","0,28871","0,06846"
YOL006C,TOP1,5237,hybrid,"0,74",770,"0,05353","0,05087","0,00784","0,30832","0,06259"
YOL007C,CSI2,5238,smooth,"0,96",342,"0,11008","0,09601","0,01639","0,31035","0,06209"
YOL008W,COQ10,5239,smooth,"0,41",208,"0,11467","0,08586","0,01659","0,26260","0,05891"
YOL009C,MDM12,5240,hybrid,"0,63",272,"0,05033","0,04759","0,00945","0,25602","0,07716"
YOL010W,RCL1,5241,abrupt,"1,5",368,"0,12685","0,10617","0,01817","0,28057","0,07823"
YOL011W,PLB3,5242,abrupt,"0,63",687,"0,01850","0,01759","0,00294","0,24870","0,10050"
YOL012C,HTZ1,5243,hybrid,"1,77",135,"0,17017","0,13820","0,02301","0,33960","0,07533"
YOL013C,HRD1,5244,abrupt,"0,3",552,"0,04719","0,04303","0,00842","0,25618","0,08256"
YOL013W-A,,5246,hybrid,"0,19",64,#N/A,#N/A,#N/A,"0,30864","0,08780"
YOL014W,,5247,abrupt,"1,04",125,#N/A,#N/A,#N/A,"0,29562","0,09623"
YOL015W,IRC10,5248,abrupt,"0,08",587,"0,04416","0,04260","0,00712","0,29170","0,08176"
YOL016C,CMK2,5249,abrupt,"1,18",448,"0,08572","0,07232","0,01204","0,29272","0,08656"
YOL017W,ESC8,5250,abrupt,"0,22",715,"0,05285","0,05038","0,00917","0,24660","0,07857"
YOL018C,TLG2,5251,abrupt,"0,4",398,"0,07245","0,06742","0,01231","0,22024","0,07773"
YOL019W,,5252,smooth,"1,71",552,"0,13177","0,10614","0,01888","0,28682","0,06430"
YOL020W,TAT2,5253,hybrid,"1,39",593,"0,06067","0,05819","0,01007","0,28326","0,07060"
YOL021C,DIS3,5254,hybrid,"2,07",1002,"0,08133","0,07068","0,01220","0,26404","0,06296"
YOL022C,TSR4,5255,hybrid,"1,46",409,"0,09939","0,08649","0,01440","0,28692","0,06496"
YOL023W,IFM1,5256,smooth,"0,21",677,"0,04403","0,04119","0,00705","0,27478","0,05822"
YOL024W,,5257,hybrid,"0,08",173,"0,14912","0,11410","0,02342","0,26982","0,08153"
YOL025W,LAG2,5258,smooth,"0,15",661,"0,05158","0,04818","0,00902","0,24186","0,05821"
YOL026C,MIM1,5259,smooth,"1,22",114,"0,08591","0,07399","0,01771","0,21161","0,07006"
YOL027C,MDM38,5260,smooth,"1,36",574,"0,13364","0,11268","0,01997","0,25466","0,05737"
YOL028C,YAP7,5261,smooth,"0,28",246,"0,06216","0,05551","0,00946","0,31815","0,06493"
YOL029C,,5262,hybrid,"1,21",202,"0,08468","0,07523","0,01327","0,26480","0,06878"
YOL030W,GAS5,5263,#NV,"6,5",485,"0,14184","0,10665","0,01600","0,32702","0,09661"
YOL031C,SIL1,5264,smooth,"0,76",422,"0,07649","0,06246","0,01118","0,26550","0,05664"
YOL032W,OPI10,5265,smooth,"0,43",247,"0,13446","0,11283","0,02244","0,26183","0,06131"
YOL033W,MSE1,5266,abrupt,"0,51",537,"0,05113","0,04640","0,00880","0,24164","0,07324"
YOL034W,SMC5,5267,abrupt,"0,39",1094,"0,02670","0,02601","0,00440","0,26861","0,08215"
YOL035C,,5268,smooth,"0,16",101,"0,19190","0,14546","0,04028","0,21210","0,07892"
YOL036W,,5269,abrupt,"0,96",762,"0,03185","0,03034","0,00578","0,16906","0,08011"
YOL037C,,5270,smooth,"0,07",118,"0,27790","0,17676","0,03684","0,28991","0,07208"
YOL038W,PRE6,5272,hybrid,"5,54",255,"0,08578","0,07807","0,01538","0,24572","0,07587"
YOL039W,RPP2A,5273,smooth,"152,07",107,"0,27821","0,21389","0,01886","0,74082","0,06918"
YOL040C,RPS15,5274,smooth,"74,28",143,#N/A,#N/A,#N/A,"0,76346","0,08958"
YOL041C,NOP12,5275,smooth,"0,92",460,#N/A,#N/A,#N/A,"0,30548","0,05578"
YOL042W,NGL1,5276,abrupt,"0,52",364,"0,08214","0,07314","0,01317","0,26299","0,08769"
YOL043C,NTG2,5277,abrupt,"0,57",381,"0,14322","0,10748","0,01999","0,22858","0,06927"
YOL044W,PEX15,5278,hybrid,"0,48",384,"0,07849","0,06932","0,01401","0,25540","0,07674"
YOL045W,PSK2,5279,smooth,"0,42",1102,"0,02784","0,02684","0,00459","0,24739","0,05155"
YOL046C,,5280,hybrid,"0,08",225,"0,22406","0,17557","0,03799","0,23608","0,08116"
YOL047C,,5281,abrupt,"0,11",357,"0,09096","0,07665","0,01656","0,24385","0,08043"
YOL048C,RRT8,5282,hybrid,"0,5",343,"0,36167","0,18099","0,03622","0,23805","0,06830"
YOL049W,GSH2,5283,abrupt,"2,51",492,"0,07355","0,06744","0,01193","0,25851","0,08506"
YOL050C,,5284,abrupt,"0,09",107,"0,30621","0,20546","0,05126","0,23644","0,09631"
YOL051W,GAL11,5285,abrupt,"1,49",1082,"0,02962","0,02848","0,00514","0,22631","0,06576"
YOL052C,SPE2,5286,hybrid,"1,45",397,"0,09767","0,08804","0,01579","0,27502","0,07120"
YOL052C-A,DDR2,5287,smooth,"2,47",62,#N/A,#N/A,#N/A,"0,44052","0,07610"
YOL053W,AIM39,5288,abrupt,"0,44",396,"0,05047","0,04762","0,00910","0,24643","0,08570"
YOL054W,PSH1,5289,abrupt,"0,54",407,"0,10384","0,09288","0,01719","0,25950","0,09532"
YOL055C,THI20,5290,hybrid,"0,25",552,"0,03073","0,02995","0,00449","0,31305","0,07154"
YOL056W,GPM3,5291,hybrid,"0,7",304,"0,11297","0,10006","0,01715","0,30197","0,06850"
YOL057W,,5292,hybrid,"1,05",712,"0,09491","0,08468","0,01448","0,27839","0,06317"
YOL058W,ARG1,5293,abrupt,"0,68",421,"0,19802","0,16120","0,02104","0,35913","0,09151"
YOL059W,GPD2,5294,smooth,"1,75",441,"0,13345","0,10487","0,01706","0,29669","0,06671"
YOL060C,MAM3,5295,hybrid,"0,9",707,"0,09783","0,07790","0,01381","0,24171","0,05639"
YOL061W,PRS5,5296,smooth,"4,99",497,"0,07913","0,07199","0,01266","0,28012","0,06180"
YOL062C,APM4,5297,smooth,"1,03",492,"0,03844","0,03590","0,00646","0,29869","0,06990"
YOL063C,CRT10,5298,smooth,"0,41",958,"0,02148","0,02080","0,00382","0,23823","0,05109"
YOL064C,MET22,5299,abrupt,"1,85",358,"0,11291","0,10248","0,01549","0,29865","0,07658"
YOL065C,INP54,5300,hybrid,"0,34",385,"0,08907","0,07700","0,01367","0,27572","0,06903"
YOL066C,RIB2,5301,abrupt,"0,6",592,"0,05948","0,05621","0,01021","0,26388","0,09070"
YOL067C,RTG1,5302,hybrid,"0,17",178,"0,06759","0,06396","0,01136","0,28979","0,08143"
YOL068C,HST1,5303,hybrid,"1,8",504,"0,02378","0,02304","0,00412","0,23148","0,06698"
YOL069W,NUF2,5304,hybrid,"0,08",452,"0,08696","0,07215","0,01353","0,26099","0,06819"
YOL070C,NBA1,5305,smooth,"0,71",502,"0,06970","0,06072","0,01162","0,22409","0,04757"
YOL071W,EMI5,5306,smooth,"0,67",163,"0,18076","0,13680","0,02421","0,30768","0,06756"
YOL072W,THP1,5307,abrupt,"0,1",456,"0,05342","0,04922","0,00953","0,26172","0,09183"
YOL073C,,5308,smooth,"0,98",323,"0,05531","0,04754","0,00953","0,22139","0,05508"
YOL075C,,5309,smooth,"0,36",1295,"0,02460","0,02329","0,00426","0,24736","0,05958"
YOL076W,MDM20,5310,abrupt,"0,28",797,"0,07395","0,06263","0,01098","0,25310","0,06503"
YOL077C,BRX1,5311,smooth,"4,26",292,"0,10619","0,09153","0,01403","0,33951","0,06979"
YOL078W,AVO1,5313,hybrid,"0,34",1177,"0,02326","0,02203","0,00393","0,22610","0,05271"
YOL079W,,5314,abrupt,"0,09",133,"0,16388","0,13593","0,02785","0,26595","0,09975"
YOL080C,REX4,5315,abrupt,"0,87",290,"0,13921","0,10619","0,01768","0,31080","0,08951"
YOL081W,IRA2,5316,hybrid,"0,98",3080,"0,00978","0,00950","0,00172","0,23697","0,06469"
YOL082W,ATG19,5317,smooth,"0,6",416,"0,05985","0,05521","0,00962","0,28728","0,06505"
YOL083W,ATG34,5318,abrupt,"0,62",413,"0,07721","0,06797","0,01209","0,25895","0,07154"
YOL084W,PHM7,5319,smooth,"0,08",992,"0,07046","0,06097","0,01111","0,19012","0,04234"
YOL085C,,5320,smooth,"0,1",114,"0,28425","0,20945","0,03741","0,33971","0,07349"
YOL086C,ADH1,5321,hybrid,"126,75",349,"0,27095","0,21914","0,02209","0,55553","0,07391"
YOL087C,DUF1,5323,hybrid,"0,49",1117,"0,02410","0,02304","0,00422","0,22461","0,06187"
YOL088C,MPD2,5324,hybrid,"0,87",278,"0,10459","0,09411","0,01712","0,29104","0,07584"
YOL089C,HAL9,5325,hybrid,"0,32",1031,"0,02741","0,02672","0,00482","0,25608","0,06274"
YOL090W,MSH2,5326,abrupt,"0,7",965,"0,09995","0,08437","0,01349","0,29046","0,07106"
YOL091W,SPO21,5327,abrupt,"0,08",610,"0,04697","0,04465","0,00757","0,24971","0,09794"
YOL092W,,5328,smooth,"3,52",309,"0,11450","0,09134","0,01733","0,26247","0,06743"
YOL093W,TRM10,5329,hybrid,"0,59",294,"0,11587","0,09434","0,01714","0,28809","0,07409"
YOL094C,RFC4,5330,smooth,"1,34",324,"0,11977","0,09795","0,01803","0,23830","0,05524"
YOL095C,HMI1,5331,hybrid,"0,16",707,"0,09644","0,08829","0,01568","0,27855","0,06711"
YOL096C,COQ3,5332,hybrid,"0,13",313,"0,10930","0,09832","0,01890","0,25385","0,06765"
YOL097C,WRS1,5333,smooth,"6,7",433,"0,15124","0,12332","0,01757","0,37070","0,07675"
YOL098C,,5334,abrupt,"1,16",1038,"0,06430","0,05709","0,00907","0,27978","0,07385"
YOL099C,,5335,hybrid,"0,1",164,"0,15570","0,13126","0,02668","0,23064","0,08618"
YOL100W,PKH2,5336,hybrid,"0,25",1082,"0,03760","0,03619","0,00654","0,25956","0,08203"
YOL101C,IZH4,5337,hybrid,"0,59",313,"0,10078","0,08666","0,01754","0,26812","0,07798"
YOL102C,TPT1,5338,smooth,"1,11",231,"0,09666","0,08049","0,01542","0,25344","0,06029"
YOL103W,ITR2,5339,smooth,"2,26",610,"0,03628","0,03454","0,00542","0,30169","0,05530"
YOL104C,NDJ1,5340,abrupt,"0,1",353,"0,03327","0,03107","0,00572","0,25938","0,08452"
YOL105C,WSC3,5341,abrupt,"0,34",557,"0,03492","0,03328","0,00614","0,24866","0,09616"
YOL106W,,5342,smooth,"0,27",118,"0,18443","0,13202","0,02599","0,27539","0,07309"
YOL107W,,5343,hybrid,"0,1",343,"0,12103","0,09447","0,01718","0,24066","0,06211"
YOL108C,INO4,5344,smooth,"0,75",152,"0,88950","0,28627","0,07234","0,29440","0,08212"
YOL109W,ZEO1,5345,smooth,"72,37",114,"0,37833","0,28665","0,03060","0,57128","0,08143"
YOL110W,SHR5,5346,hybrid,"0,75",238,"0,03572","0,03463","0,00848","0,20266","0,09061"
YOL111C,MDY2,5347,abrupt,"2,24",213,"0,15107","0,12850","0,02285","0,27800","0,09466"
YOL112W,MSB4,5348,abrupt,"0,71",493,"0,03693","0,03476","0,00639","0,22776","0,08371"
YOL113W,SKM1,5349,hybrid,"0,36",656,"0,02027","0,01997","0,00366","0,25512","0,07272"
YOL114C,,5350,smooth,"0,14",203,"0,12373","0,10373","0,02035","0,27278","0,07548"
YOL115W,PAP2,5351,abrupt,"0,51",585,"0,06111","0,05563","0,00988","0,26056","0,07667"
YOL116W,MSN1,5352,abrupt,"0,21",383,"0,08916","0,07542","0,01471","0,25442","0,08885"
YOL117W,RRI2,5353,abrupt,"0,11",646,"0,04999","0,04774","0,00854","0,26290","0,08104"
YOL118C,,5354,hybrid,"0,11",103,"0,36018","0,22566","0,04654","0,31625","0,08880"
YOL119C,MCH4,5355,abrupt,"0,69",502,"0,11981","0,10111","0,01758","0,28050","0,08738"
YOL120C,RPL18A,5356,smooth,"64,81",187,"0,19368","0,16464","0,01542","0,75683","0,08436"
YOL121C,RPS19A,5357,smooth,"110,66",145,#N/A,#N/A,#N/A,"0,77380","0,08465"
YOL122C,SMF1,5358,abrupt,1,576,"0,09259","0,08191","0,01378","0,28343","0,08046"
YOL123W,HRP1,5359,hybrid,"3,45",535,"0,11272","0,10241","0,01437","0,32637","0,06365"
YOL124C,TRM11,5360,smooth,"3,14",434,"0,08705","0,07598","0,01346","0,25833","0,06026"
YOL125W,TRM13,5361,abrupt,"0,78",477,"0,05344","0,04883","0,00928","0,25869","0,07810"
YOL126C,MDH2,5362,smooth,"1,67",378,"0,07461","0,06691","0,01164","0,23677","0,04878"
YOL127W,RPL25,5363,hybrid,"36,98",143,"0,18827","0,16183","0,01545","0,69741","0,08334"
YOL128C,YGK3,5364,abrupt,"0,49",376,"0,04947","0,04387","0,00863","0,23187","0,08302"
YOL129W,VPS68,5365,smooth,"6,15",185,"0,06890","0,06291","0,01110","0,29647","0,06624"
YOL130W,ALR1,5366,smooth,"1,53",860,"0,03539","0,03303","0,00594","0,25801","0,06392"
YOL131W,,5367,hybrid,"0,06",109,"0,22480","0,17690","0,04112","0,26740","0,09877"
YOL132W,GAS4,5368,abrupt,"0,12",472,"0,07919","0,07024","0,01184","0,27290","0,09336"
YOL133W,HRT1,5369,hybrid,"1,75",122,"0,18400","0,14326","0,02340","0,37233","0,08738"
YOL134C,,5370,hybrid,"0,1",130,"0,13897","0,11781","0,02172","0,27204","0,07228"
YOL135C,MED7,5371,hybrid,"0,48",223,"0,12910","0,10909","0,02434","0,23888","0,08805"
YOL136C,PFK27,5372,hybrid,"0,95",398,"0,03274","0,03220","0,00551","0,26374","0,07270"
YOL137W,BSC6,5373,hybrid,"0,39",498,"0,09928","0,08736","0,01618","0,25111","0,06731"
YOL138C,RTC1,5374,hybrid,"0,17",1342,"0,02124","0,02076","0,00371","0,25580","0,06436"
YOL139C,CDC33,5375,hybrid,"13,4",214,"0,19002","0,16302","0,02050","0,41496","0,07266"
YOL140W,ARG8,5376,abrupt,"0,64",424,"0,11963","0,09825","0,01459","0,34497","0,09446"
YOL141W,PPM2,5377,hybrid,"0,19",696,"0,04566","0,04315","0,00778","0,24893","0,06849"
YOL142W,RRP40,5378,abrupt,"2,18",241,"0,10473","0,08619","0,01554","0,28599","0,10072"
YOL143C,RIB4,5379,hybrid,"3,37",170,"0,13215","0,11534","0,01804","0,32276","0,06911"
