gene,L,x,b,B,g,w,P,Pz,Ps,T,I,E,mean_E,h,m,queue
YOL041C,460,9.34,15097.43,141034.70,1.3261,6.10,6.884366e-05,2.594899e-04,4.026853e-03,103134,14526,88608,192.6,152007364,219300270,0
YOL042W,364,3.04,319.01,968.30,0.4656,1.69,2.009923e-05,8.431486e-05,3.618242e-03,134072,49753,84319,231.6,11001405,15871673,0
YOL043C,381,1.32,49.84,65.54,0.1694,0.65,6.755135e-06,3.653052e-05,2.806729e-03,243608,148036,95572,250.8,5113899,7377797,0
YOL044W,384,2.60,121.83,317.11,0.3198,1.23,1.271469e-05,7.230038e-05,2.669240e-03,175233,78649,96584,251.5,6641765,9582041,0
YOL045W,1102,0.89,608.70,542.49,0.8899,9.81,3.884280e-05,2.475621e-05,2.381490e-02,278218,25745,252473,229.1,10862192,15670830,0
YOL048C,343,2.03,3.45,6.99,0.2082,0.71,8.796617e-06,5.634123e-05,2.369800e-03,194856,113680,81176,236.7,271601,391837,0
YOL049W,492,5.76,867.41,4995.32,0.7068,3.48,3.074741e-05,1.599695e-04,2.917385e-03,145625,32523,113102,229.9,19554214,28210768,0
YOL052C,397,2.06,613.90,1264.23,1.5883,6.31,7.206887e-05,5.720434e-05,1.912234e-02,101368,13876,87492,220.4,5904361,8518192,0
YOL053W,396,2.85,25.19,71.81,0.1858,0.74,7.064988e-06,7.917798e-05,1.354345e-03,245704,141543,104161,263.0,2471712,3565927,0
YOL054W,407,1.98,157.80,311.88,0.4036,1.64,1.716118e-05,5.490103e-05,4.744485e-03,153981,58271,95710,235.2,6373507,9195026,0
YOL055C,552,1.10,73.52,80.83,0.4033,2.23,2.254732e-05,3.053867e-05,1.120643e-02,143075,44351,98724,178.8,2260091,3260622,0
YOL056W,304,5.32,39.08,208.08,0.4876,1.48,2.219122e-05,1.478869e-04,2.277581e-03,111854,45063,66791,219.7,1220814,1761263,0
YOL057W,712,2.54,NA,NA,1.0510,7.48,5.104577e-05,7.063561e-05,1.096878e-02,166183,19590,146593,205.9,NA,NA,0
YOL058W,421,0.96,21742.87,20977.69,1.7091,7.20,1.141077e-04,2.680021e-05,6.462477e-02,71821,8764,63057,149.8,132077079,190546947,0
YOL059W,441,2.70,1140.51,3076.58,3.0185,13.31,1.538708e-04,7.493213e-05,3.116811e-02,93011,6499,86512,196.2,5137674,7412097,0
YOL060C,707,0.60,2360.41,1409.83,1.5257,10.79,6.796188e-05,1.659120e-05,6.217416e-02,173429,14714,158715,224.5,24073972,34731400,0
YOL061W,497,7.45,448.32,3338.85,0.9445,4.69,4.173985e-05,2.068737e-04,3.062443e-03,136422,23958,112464,226.3,7444985,10740843,0
YOL062C,492,5.28,17.98,94.88,0.1789,0.88,7.410858e-06,1.465643e-04,7.674722e-04,253721,134937,118784,241.4,1681815,2426346,0
YOL063C,958,1.01,147.81,148.67,0.2177,2.09,9.092847e-06,2.793901e-05,4.939821e-03,339333,109977,229356,239.4,11267780,16255971,0
YOL064C,358,9.95,234.08,2329.28,0.7192,2.57,3.815832e-05,2.764079e-04,2.095372e-03,93683,26207,67476,188.5,4252112,6134500,0
YOL065C,385,1.75,108.52,189.56,0.7352,2.83,3.194334e-05,4.851928e-05,9.992825e-03,119921,31305,88616,230.2,2354908,3397415,0
YOL066C,592,1.95,191.72,373.44,0.5674,3.36,2.400247e-05,5.410750e-05,6.733189e-03,181598,41662,139936,236.4,5536483,7987457,0
YOL067C,178,1.33,15.66,20.84,1.4127,2.51,6.197158e-05,3.696449e-05,2.544663e-02,56712,16136,40576,228.0,175135,252667,0
YOL069W,452,1.46,244.17,356.24,0.4090,1.85,1.639011e-05,4.052729e-05,6.138420e-03,173793,61012,112781,249.5,10326146,14897480,0
YOL070C,502,3.28,407.60,1338.81,1.1691,5.87,4.606193e-05,9.124017e-05,7.662639e-03,149128,21710,127418,253.8,6133590,8848900,0
YOL071W,163,1.08,80.48,87.03,2.6349,4.29,1.125884e-04,3.004006e-05,5.688726e-02,47029,8882,38147,234.0,495463,714802,0
YOL072W,456,1.68,303.65,511.15,0.3709,1.69,1.500579e-05,4.676053e-05,4.870815e-03,179337,66641,112696,247.1,14026065,20235334,0
YOL073C,323,2.60,61.27,159.02,0.3515,1.14,1.362473e-05,7.209669e-05,2.868368e-03,156722,73396,83326,258.0,3116982,4496854,0
YOL075C,1295,0.40,NA,NA,0.3378,4.37,1.386760e-05,1.110070e-05,1.896153e-02,387530,72111,315419,243.6,NA,NA,0
YOL076W,797,3.10,2603.03,8069.06,0.7965,6.35,3.581341e-05,8.610747e-05,6.312875e-03,205170,27922,177248,222.4,50380117,72683145,0
YOL077C,292,14.83,1182.36,17534.84,1.1141,3.25,5.805388e-05,4.119557e-04,2.138962e-03,73261,17225,56036,191.9,14117022,20366557,0
YOL077W-A,69,4.44,152.97,678.65,3.4913,2.41,1.890308e-04,1.232387e-04,2.328132e-02,18034,5290,12744,184.7,560903,809212,0
YOL078W,1177,0.96,NA,NA,0.5936,6.99,2.412371e-05,2.660675e-05,1.376178e-02,331081,41453,289628,246.1,NA,NA,0
YOL080C,290,5.36,346.49,1857.97,0.6166,1.79,2.805725e-05,1.489508e-04,2.859069e-03,99377,35641,63736,219.8,8560012,12349487,0
YOL081W,3080,0.36,193.52,70.36,0.5709,17.58,2.449890e-05,1.009964e-05,3.681824e-02,758495,40818,717677,233.0,5475327,7899227,0
YOL082W,416,4.42,469.41,2074.35,0.2608,1.08,1.189569e-05,1.227524e-04,1.470896e-03,175270,84064,91206,219.2,27351730,39460205,0
YOL086C,349,230.16,5478.56,1260921.00,3.3841,11.81,3.199716e-04,6.393208e-03,7.596523e-04,40036,3125,36911,105.8,11868089,17122033,0
YOL086W-A,91,5.07,NA,NA,0.7466,0.68,3.541927e-05,1.408923e-04,3.815704e-03,47415,28233,19182,210.8,NA,NA,0
YOL087C,1117,0.87,187.11,162.75,0.4781,5.34,2.023443e-05,2.416143e-05,1.271132e-02,313322,49421,263901,236.3,6409475,9246918,0
YOL088C,278,5.85,138.36,809.30,0.7617,2.12,3.369186e-05,1.624749e-04,3.147466e-03,92532,29681,62851,226.1,2846558,4106715,0
YOL089C,1031,0.75,197.41,147.10,0.6696,6.90,2.955313e-05,2.069855e-05,2.167135e-02,267433,33837,233596,226.6,4630159,6679907,0
YOL090W,965,1.79,1785.68,3204.57,1.5227,14.69,7.293795e-05,4.984978e-05,2.220816e-02,215170,13710,201460,208.8,16969747,24482170,0
YOL092W,309,9.14,566.34,5174.45,0.6775,2.09,3.026365e-05,2.537938e-04,1.809934e-03,102221,33043,69178,223.9,12971346,18713697,0
YOL093W,294,4.00,360.25,1440.44,0.9814,2.89,4.081245e-05,1.110682e-04,5.577316e-03,95199,24502,70697,240.5,6118384,8826962,0
YOL094C,324,2.46,139.09,341.79,1.1919,3.86,5.231769e-05,6.825832e-05,1.163363e-02,92925,19114,73811,227.8,1842826,2658637,0
YOL095C,707,0.73,220.80,160.73,0.3008,2.13,1.332285e-05,2.022050e-05,1.000063e-02,234700,75059,159641,225.8,11487452,16572891,0
YOL096C,313,1.71,60.22,102.96,0.8306,2.60,3.376688e-05,4.749129e-05,1.079193e-02,106609,29615,76994,246.0,1236162,1783405,0
YOL097C,433,14.76,2208.38,32595.70,1.1198,4.85,6.437343e-05,4.099997e-04,2.383117e-03,90857,15534,75323,174.0,23778973,34305806,0
YOL098C,1038,2.42,679.31,1643.08,1.3507,14.02,6.829545e-05,6.718779e-05,1.542850e-02,219928,14642,205286,197.8,6894439,9946574,0
YOL100W,1082,0.54,124.17,66.66,0.8255,8.93,3.436785e-05,1.491126e-05,3.498326e-02,288979,29097,259882,240.2,2504385,3613064,0
YOL101C,313,3.87,131.67,510.10,0.2677,0.84,1.001246e-05,1.076157e-04,1.412172e-03,183565,99876,83689,267.4,9115078,13150277,0
YOL102C,231,5.10,95.60,487.31,0.7805,1.80,3.146718e-05,1.415892e-04,3.373261e-03,89072,31779,57293,248.0,2105906,3038180,0
YOL103W,610,4.79,515.74,2469.80,0.2838,1.73,1.357334e-05,1.330239e-04,1.548743e-03,201219,73674,127545,209.1,26337123,37996437,0
YOL104C,353,2.04,4.83,9.85,0.0069,0.02,2.958889e-07,5.664406e-05,7.928601e-05,3462420,3379647,82773,234.5,11313071,16321311,0
YOL105C,557,1.38,149.48,206.77,0.1361,0.76,5.524269e-06,3.842327e-05,2.182242e-03,318272,181019,137253,246.4,18756173,27059437,0
YOL107W,343,1.06,930.82,987.41,1.2628,4.33,5.460565e-05,2.946649e-05,2.812752e-02,97635,18313,79322,231.3,11815548,17046233,0
YOL108C,152,3.44,24.81,85.42,0.8492,1.29,3.005479e-05,9.565222e-05,4.769149e-03,76222,33273,42949,282.6,572108,825378,0
YOL109W,114,143.09,285.93,40913.93,2.7426,3.13,2.176691e-04,3.974756e-03,8.312059e-04,18958,4594,14364,126.0,910514,1313595,0
YOL111C,213,1.76,1321.12,2319.43,5.0350,10.72,2.389264e-04,4.876836e-05,7.436153e-02,49071,4185,44886,210.7,3832682,5529391,0
YOL112W,493,2.99,16.67,49.85,0.1185,0.58,4.902868e-06,8.309297e-05,8.955879e-04,323148,203962,119186,241.8,2356180,3399249,0
YOL113W,656,1.64,35.29,57.79,0.0837,0.55,3.419525e-06,4.548158e-05,1.141176e-03,453000,292438,160562,244.8,7154317,10321498,0
YOL115W,585,2.83,777.34,2201.97,0.6751,3.95,2.999238e-05,7.868564e-05,5.785459e-03,165020,33342,131678,225.1,17965004,25918023,0
YOL116W,383,2.28,190.76,434.76,0.4406,1.69,1.763560e-05,6.330820e-05,4.228172e-03,152381,56703,95678,249.8,7497667,10816847,0
YOL117W,646,1.29,140.20,180.98,0.3114,2.01,1.315376e-05,3.585856e-05,5.567744e-03,228968,76024,152944,236.8,7387831,10658387,0
YOL119C,502,4.19,237.49,994.76,0.4822,2.42,2.123218e-05,1.163495e-04,2.769826e-03,161099,47098,114001,227.1,7753261,11185591,0
YOL122C,576,3.62,391.09,1417.15,0.4762,2.74,2.289196e-05,1.006555e-04,3.451977e-03,163496,43683,119813,208.0,11841819,17084133,0
YOL123W,535,6.03,5243.81,31601.81,2.5280,13.52,1.490823e-04,1.674028e-04,1.351717e-02,97428,6708,90720,169.6,24380694,35173906,0
YOL124C,434,6.05,249.19,1506.88,0.4301,1.87,1.872864e-05,1.679782e-04,1.692293e-03,153054,53394,99660,229.6,9222371,13305069,0
YOL125W,477,2.48,174.10,432.33,0.4596,2.19,1.762586e-05,6.897754e-05,3.878511e-03,181112,56735,124377,260.7,6846748,9877769,0
YOL126C,378,1.39,295.12,409.71,2.2270,8.42,1.063731e-04,3.856397e-05,4.186705e-02,88537,9401,79136,209.4,1923050,2774374,0
YOL127W,143,230.41,1557.10,358766.80,2.1503,3.07,1.950487e-04,6.400214e-03,4.625630e-04,20892,5127,15765,110.2,5533470,7983110,0
YOL128C,376,8.51,23.57,200.55,0.0656,0.25,2.575037e-06,2.363141e-04,1.653926e-04,484096,388344,95752,254.7,6345588,9154749,0
YOL129W,185,14.07,15.86,223.12,0.5986,1.11,2.745474e-05,3.908846e-04,1.066083e-03,76757,36424,40333,218.0,400316,577533,0
YOL130W,860,3.56,217.85,775.00,0.4620,3.97,1.969682e-05,9.881765e-05,3.025408e-03,252480,50770,201710,234.5,7666446,11060344,0
YOL133W,122,6.85,62.96,431.14,0.9863,1.20,4.560320e-05,1.902334e-04,3.638571e-03,48314,21928,26386,216.3,956888,1380497,0
YOL135C,223,1.15,137.91,158.00,1.2902,2.88,4.849286e-05,3.182409e-05,2.312832e-02,79953,20622,59331,266.1,1971306,2843993,0
YOL136C,398,2.17,591.34,1281.33,0.6254,2.49,2.948846e-05,6.018993e-05,7.436191e-03,118327,33912,84415,212.1,13899751,20053101,0
YOL137W,498,1.21,1054.19,1273.30,1.0960,5.46,4.966845e-05,3.355141e-05,2.246943e-02,130023,20134,109889,220.7,14711681,21224469,0
YOL138C,1342,0.45,81.08,36.85,0.6796,9.12,2.844139e-05,1.262499e-05,3.419339e-02,355837,35160,320677,239.0,1976108,2850921,0
YOL139C,214,49.03,1369.37,67137.46,1.2038,2.58,8.282003e-05,1.361886e-03,9.230325e-04,43180,12074,31106,145.4,11460711,16534312,0
YOL140W,424,3.26,NA,NA,0.1807,0.77,1.002220e-05,9.054601e-05,1.680026e-03,176217,99779,76438,180.3,NA,NA,0
YOL141W,696,0.62,1251.67,773.65,1.4744,10.26,6.378422e-05,1.716917e-05,5.638794e-02,176562,15678,160884,231.2,13602021,19623568,0
YOL142W,241,4.65,70.66,328.27,0.8118,1.96,3.462810e-05,1.290501e-04,4.072795e-03,85379,28878,56501,234.4,1414405,2040554,0
YOL143C,170,18.13,405.52,7350.39,1.4960,2.54,8.062105e-05,5.034941e-04,2.430392e-03,43949,12404,31545,185.6,3486507,5029967,0
YOL144W,485,1.87,1148.65,2143.06,1.2308,5.97,5.128266e-05,5.182530e-05,1.501935e-02,135903,19500,116403,240.0,15525447,22398486,0
YOL145C,1078,2.66,740.60,1973.40,0.7998,8.62,3.910201e-05,7.401637e-05,8.018508e-03,246071,25574,220497,204.5,13128403,18940282,0
YOL146W,195,5.08,21.94,111.36,0.5953,1.16,2.383984e-05,1.410123e-04,2.566071e-03,90643,41947,48696,249.7,637831,920195,0
YOL147C,237,1.48,189.81,280.60,1.8816,4.46,8.566039e-05,4.106480e-05,3.166158e-02,63733,11674,52059,219.7,1535916,2215859,0
YOL148C,605,1.92,226.28,434.27,0.5635,3.41,2.239077e-05,5.330958e-05,6.375086e-03,196915,44661,152254,251.7,7004935,10105984,0
YOL149W,232,6.44,129.27,832.20,0.8895,2.06,4.059818e-05,1.788279e-04,3.445828e-03,75461,24632,50829,219.1,2207032,3184074,0
YOL151W,343,3.94,721.93,2841.28,0.9175,3.15,4.828850e-05,1.093248e-04,6.704206e-03,85881,20709,65172,190.0,10362727,14950255,0
YOL152W,621,1.39,173.46,241.77,0.5539,3.44,2.458111e-05,3.871709e-05,9.636539e-03,180621,40682,139939,225.3,4891167,7056462,0
YOL154W,250,1.35,3.43,4.63,0.0444,0.11,2.754078e-06,3.747134e-05,1.115576e-03,403427,363098,40329,161.3,864235,1246828,0
YOL158C,607,6.53,NA,NA,0.2522,1.53,1.020028e-05,1.812598e-04,8.541478e-04,248104,98036,150068,247.2,NA,NA,0
YOL159C,172,2.56,49.50,126.48,0.5910,1.02,2.616718e-05,7.097318e-05,5.596094e-03,77060,38216,38844,225.8,1311254,1891739,0
YOL159C-A,91,3.98,NA,NA,0.7314,0.67,3.064884e-05,1.104724e-04,4.210975e-03,54344,32628,21716,238.6,NA,NA,0
YOL164W,647,1.53,3.28,5.03,0.0604,0.39,2.553871e-06,4.260130e-05,9.099099e-04,544576,391562,153014,236.5,889847,1283777,0
YOR001W,734,2.04,894.91,1824.58,1.1614,8.52,4.720451e-05,5.663417e-05,1.265107e-02,201772,21184,180588,246.0,13140832,18958213,0
YOR002W,545,5.16,454.97,2345.81,0.3732,2.03,1.612139e-05,1.432216e-04,1.708505e-03,188206,62029,126177,231.5,19561653,28221500,0
YOR003W,479,0.73,37.02,27.12,0.1708,0.82,6.744237e-06,2.034691e-05,5.031027e-03,269592,148275,121317,253.3,3804622,5488910,0
YOR004W,255,14.96,174.36,2608.77,0.5851,1.49,2.402083e-05,4.156049e-04,8.772628e-04,103748,41631,62117,243.6,5031416,7258799,0
YOR005C,945,0.76,237.59,180.53,0.2295,2.17,9.115035e-06,2.110658e-05,6.554850e-03,347672,109709,237963,251.8,18067308,26065615,0
YOR006C,314,7.51,11.00,82.66,0.5102,1.60,2.177179e-05,2.087173e-04,1.583281e-03,119507,45931,73576,234.3,350223,505265,0
YOR007C,347,17.42,398.97,6948.32,2.1347,7.41,1.138705e-04,4.837687e-04,3.572692e-03,73832,8782,65050,187.5,2428588,3503711,0
YOR008C,379,4.31,290.87,1254.80,0.8095,3.07,2.958674e-05,1.198327e-04,3.747521e-03,137491,33799,103692,273.6,6814357,9831040,0
YOR010C,252,1.05,3511.77,3671.70,0.6255,1.58,4.973758e-05,2.904274e-05,2.599377e-02,51799,20106,31693,125.8,48940384,70606049,0
YOR011W,1395,0.37,230.19,84.09,0.5390,7.52,2.690526e-05,1.014757e-05,4.024366e-02,316637,37167,279470,200.3,5930208,8555481,0
YOR012W,138,1.77,54.76,97.02,0.7354,1.01,3.016175e-05,4.921498e-05,9.302111e-03,66800,33155,33645,243.8,1258384,1815464,0
YOR014W,758,1.34,4272.70,5742.86,2.8285,21.44,1.297805e-04,3.733559e-05,5.276046e-02,172907,7705,165202,217.9,22820155,32922525,0
YOR016C,208,7.03,437.92,3076.98,0.5707,1.19,2.764201e-05,1.951758e-04,2.149641e-03,79120,36177,42943,206.5,10981255,15842603,0
YOR017W,801,0.71,892.95,629.70,0.6808,5.45,2.968318e-05,1.958878e-05,2.299987e-02,217404,33689,183715,229.4,20851627,30082539,0
YOR018W,838,0.89,NA,NA,0.8394,7.03,3.746830e-05,2.484932e-05,2.288610e-02,214432,26689,187743,224.0,NA,NA,0
YOR019W,731,0.84,11.04,9.25,0.1387,1.01,5.926560e-06,2.326809e-05,3.866022e-03,339756,168732,171024,234.0,1291010,1862533,0
YOR020C,107,22.30,105.14,2344.97,3.2731,3.50,2.023218e-04,6.195391e-04,4.956741e-03,22253,4943,17310,161.8,360204,519665,0
YOR020W-A,91,4.15,NA,NA,0.9125,0.83,3.413883e-05,1.152755e-04,4.495044e-03,53616,29292,24324,267.3,NA,NA,0
YOR021C,214,22.35,93.83,2096.91,0.7686,1.64,3.428515e-05,6.207795e-04,8.382838e-04,77141,29167,47974,224.2,1896968,2736746,0
YOR022C,716,0.71,359.94,256.07,0.7059,5.05,3.131832e-05,1.976179e-05,2.405440e-02,193321,31930,161391,225.4,7966389,11493070,0
YOR023C,567,0.77,1068.16,820.19,1.2160,6.89,5.117824e-05,2.132928e-05,3.641929e-02,154255,19540,134715,237.6,14466963,20871415,0
YOR025W,448,2.15,276.95,596.83,0.5173,2.32,2.147247e-05,5.986093e-05,5.444535e-03,154502,46571,107931,240.9,8940272,12898086,0
YOR026W,342,2.50,41.47,103.59,0.2222,0.76,1.021448e-05,6.938403e-05,2.234493e-03,172284,97900,74384,217.5,2814309,4060189,0
YOR028C,296,1.83,209.87,384.99,0.5611,1.66,2.409574e-05,5.095471e-05,7.177584e-03,110426,41501,68925,232.9,6037313,8710002,0
YOR030W,620,0.75,480.87,362.27,0.5346,3.31,2.409721e-05,2.092675e-05,1.747782e-02,179053,41499,137554,221.9,13831909,19955227,0
YOR033C,703,2.25,67.59,151.99,0.1769,1.24,7.805633e-06,6.246631e-05,1.896639e-03,287446,128113,159333,226.6,6001862,8658857,0
YOR034C,750,1.04,433.92,450.48,0.5580,4.19,2.350200e-05,2.883773e-05,1.236990e-02,220634,42550,178084,237.4,12797670,18463136,0
YOR035C,790,0.73,541.04,394.08,1.1197,8.85,4.615819e-05,2.023248e-05,3.462757e-02,213295,21665,191630,242.6,8124670,11721420,0
YOR036W,289,4.28,29.60,126.61,0.2909,0.84,1.059343e-05,1.188120e-04,1.353314e-03,173759,94398,79361,274.6,1936891,2794343,0
YOR037W,367,2.77,103.51,286.35,0.2558,0.94,1.091486e-05,7.684093e-05,2.155996e-03,177631,91618,86013,234.4,6573641,9483759,0
YOR038C,876,1.18,1530.50,1798.67,1.1983,10.50,5.159240e-05,3.264499e-05,2.398786e-02,222837,19383,203454,232.3,20562371,29665231,0
YOR039W,259,8.08,271.52,2193.24,0.6350,1.64,2.928018e-05,2.243833e-04,1.980640e-03,90321,34153,56168,216.9,6427554,9273000,0
YOR040W,286,1.54,0.95,1.46,0.4652,1.33,1.976187e-05,4.274892e-05,7.016576e-03,117931,50602,67329,235.4,33285,48020,0
YOR042W,412,2.45,497.84,1217.43,2.3744,9.78,1.014462e-04,6.792822e-05,2.266772e-02,106289,9857,96432,234.1,3401576,4907437,0
YOR043W,487,4.51,108.61,490.09,0.5659,2.76,2.398853e-05,1.253453e-04,2.904811e-03,156571,41687,114884,235.9,3138262,4527554,0
YOR044W,158,7.01,46.01,322.51,0.2616,0.41,9.603860e-06,1.947074e-04,7.486618e-04,147155,104125,43030,272.3,3320741,4790817,0
YOR045W,62,17.58,32.56,572.28,1.6955,1.05,1.177954e-04,4.882988e-04,3.661550e-03,17413,8489,8924,143.9,191566,276371,0
YOR046C,483,10.18,2210.66,22494.60,1.3759,6.65,6.865624e-05,2.826526e-04,3.686798e-03,111361,14565,96796,200.4,22318666,32199029,0
YOR047C,445,2.81,956.30,2686.90,0.7430,3.31,3.146882e-05,7.804666e-05,6.119959e-03,136840,31777,105063,236.1,21063908,30388795,0
YOR048C,1007,2.09,1657.16,3462.54,1.1275,11.35,5.277035e-05,5.804007e-05,1.380017e-02,234103,18950,215153,213.7,21767037,31403197,0
YOR051C,413,10.82,1316.31,14239.97,0.7992,3.30,4.204932e-05,3.005031e-04,2.123892e-03,102282,23782,78500,190.1,21698208,31303896,0
YOR052C,151,7.11,66.31,471.21,1.5359,2.32,6.476634e-05,1.974041e-04,4.979841e-03,51248,15440,35808,237.1,709627,1023775,0
YOR054C,675,0.97,168.71,163.59,0.7402,5.00,3.035710e-05,2.693432e-05,1.710711e-02,197521,32941,164580,243.8,3852173,5557510,0
YOR056C,460,6.81,264.67,1803.08,0.6486,2.98,2.811730e-05,1.892412e-04,2.255175e-03,141680,35565,106115,230.7,6524537,9412917,0
YOR057W,396,2.91,271.25,789.43,0.8884,3.52,3.980204e-05,8.084286e-05,7.472844e-03,113509,25124,88385,223.2,4723799,6815002,0
YOR058C,886,0.94,1724.06,1612.92,1.0002,8.86,4.126099e-05,2.598701e-05,2.409937e-02,239011,24236,214775,242.4,28962690,41784330,0
YOR060C,258,1.97,15.39,30.34,0.2357,0.61,8.534708e-06,5.475241e-05,2.365962e-03,188420,117169,71251,276.2,1250286,1803781,0
YOR061W,340,6.49,534.88,3471.69,0.9731,3.31,4.386632e-05,1.802943e-04,3.692934e-03,98224,22797,75427,221.8,8451824,12193404,0
YOR063W,388,201.93,3242.48,654752.10,2.1943,8.51,2.164442e-04,5.609148e-03,5.856947e-04,43956,4620,39336,101.4,10383819,14980684,0
YOR064C,220,3.36,12.65,42.54,0.1485,0.33,5.356133e-06,9.344488e-05,8.699978e-04,247682,186702,60980,277.2,1636619,2361142,0
YOR065W,310,0.82,511.15,421.61,3.1837,9.87,1.836597e-04,2.291205e-05,1.216668e-01,59183,5445,53738,173.3,1929123,2783136,0
YOR066W,630,0.65,2154.73,1389.96,1.9171,12.08,8.034853e-05,1.791873e-05,6.806017e-02,162764,12446,150318,238.6,18588335,26817298,0
YOR067C,578,3.42,2098.36,7175.02,0.6090,3.52,2.712679e-05,9.498159e-05,4.334922e-03,166627,36864,129763,224.5,53617669,77353945,0
YOR069W,676,3.28,32.29,106.03,0.7381,4.99,3.231675e-05,9.120258e-05,5.378273e-03,185331,30944,154387,228.4,692631,999256,0
YOR070C,638,1.12,431.64,482.06,0.6168,3.94,2.424457e-05,3.102243e-05,1.186208e-02,203563,41246,162317,254.4,12340483,17803554,0
YOR071C,599,1.04,344.91,358.58,0.5052,3.03,3.040126e-05,2.887939e-05,1.597813e-02,132441,32893,99548,166.2,7863850,11345137,0
YOR073W,591,1.18,189.80,224.57,0.3928,2.32,1.589205e-05,3.286660e-05,7.339181e-03,209008,62925,146083,247.2,8278148,11942843,0
YOR074C,305,0.63,6214.31,3920.63,6.5665,20.03,3.185933e-04,1.752510e-05,2.759297e-01,66002,3139,62863,206.1,13520150,19505453,1
YOR075W,347,3.84,470.72,1809.85,0.5091,1.77,2.150920e-05,1.068006e-04,3.056842e-03,128624,46492,82132,236.7,15169386,21884798,0
YOR076C,748,1.51,1180.71,1787.31,0.5646,4.22,2.397800e-05,4.204894e-05,8.655263e-03,217827,41705,176122,235.5,34131484,49241323,0
YOR077W,233,2.08,8.91,18.53,0.5976,1.39,2.417183e-05,5.778395e-05,6.349283e-03,98978,41370,57608,247.2,255452,368540,0
YOR079C,314,4.74,20.94,99.34,0.3487,1.10,1.393596e-05,1.317601e-04,1.605370e-03,150332,71757,78575,250.2,1041677,1502823,0
YOR080W,747,1.41,437.83,617.25,0.2134,1.59,8.401219e-06,3.916073e-05,3.256221e-03,308784,119030,189754,254.0,36123458,52115133,0
YOR081C,750,0.52,NA,NA,1.0684,8.01,4.488474e-05,1.437000e-05,4.740938e-02,200802,22279,178523,238.0,NA,NA,0
YOR085W,351,1.63,3474.34,5663.56,3.2122,11.27,1.538325e-04,4.528087e-05,5.156507e-02,79793,6501,73292,208.8,15654868,22585201,0
YOR086C,1187,1.33,2903.99,3862.69,2.0086,23.84,1.052429e-04,3.694811e-05,4.323375e-02,236050,9502,226548,190.9,19126169,27593229,0
YOR087W,676,1.82,161.08,293.68,0.6524,4.41,2.872379e-05,5.064407e-05,8.608658e-03,188356,34814,153542,227.1,3887105,5607908,0
YOR089C,211,13.02,59.35,772.64,0.5655,1.19,2.556022e-05,3.615914e-04,1.072923e-03,85805,39123,46682,221.2,1609595,2322155,0
YOR090C,573,1.41,1029.48,1455.41,1.1344,6.50,4.776976e-05,3.927033e-05,1.846336e-02,157007,20934,136073,237.5,14937944,21550898,0
YOR091W,346,3.67,3888.55,14282.72,2.7587,9.55,1.289430e-04,1.020284e-04,1.918222e-02,81782,7755,74027,214.0,20903320,30157116,1
YOR092W,614,1.01,639.07,642.71,0.8007,4.92,3.988966e-05,2.793593e-05,2.167303e-02,148318,25069,123249,200.7,11104886,16020964,0
YOR093C,1649,0.74,224.14,165.11,0.4893,8.07,2.120675e-05,2.046200e-05,1.573071e-02,427604,47155,380449,230.7,7325922,10569071,0
YOR094W,184,5.38,23.48,126.27,0.7872,1.45,3.309361e-05,1.494120e-04,3.361870e-03,73986,30217,43769,237.9,491697,709368,0
YOR095C,259,19.17,214.31,4107.59,0.5875,1.52,3.484580e-05,5.324157e-04,9.933948e-04,72368,28698,43670,168.6,4262940,6150122,0
YOR096W,191,268.57,627.48,168524.10,1.5009,2.87,1.424948e-04,7.460357e-03,2.899090e-04,27136,7018,20118,105.3,3052295,4403530,0
YOR097C,176,3.44,49.53,170.36,0.3795,0.67,1.383977e-05,9.553428e-05,2.198832e-03,120522,72256,48266,274.2,2480846,3579104,0
YOR098C,1077,1.00,215.94,215.98,2.9998,32.31,1.285717e-04,2.778193e-05,7.024334e-02,259064,7778,251286,233.3,1164178,1679554,0
YOR099W,394,11.46,316.80,3630.31,0.8274,3.26,4.628142e-05,3.183168e-04,2.206833e-03,92045,21607,70438,178.8,4744609,6845023,0
